Date,Value,1-Month % Change,12-Month % Change
08/14/2015,110.3,-0.2,-0.9
08/15/2015,110.3,-0.2,-0.9
08/16/2015,110.3,-0.2,-0.9
08/17/2015,110.3,-0.2,-0.9
08/18/2015,110.3,-0.2,-0.9
08/19/2015,110.3,-0.2,-0.9
08/20/2015,110.3,-0.2,-0.9
08/21/2015,110.3,-0.2,-0.9
08/22/2015,110.3,-0.2,-0.9
08/23/2015,110.3,-0.2,-0.9
08/24/2015,110.3,-0.2,-0.9
08/25/2015,110.3,-0.2,-0.9
08/26/2015,110.3,-0.2,-0.9
08/27/2015,110.3,-0.2,-0.9
08/28/2015,110.3,-0.2,-0.9
08/29/2015,110.3,-0.2,-0.9
08/30/2015,110.3,-0.2,-0.9
08/31/2015,110.3,-0.2,-0.9
09/01/2015,109.9,-0.4,-1.1
09/02/2015,109.9,-0.4,-1.1
09/03/2015,109.9,-0.4,-1.1
09/04/2015,109.9,-0.4,-1.1
09/05/2015,109.9,-0.4,-1.1
09/06/2015,109.9,-0.4,-1.1
09/07/2015,109.9,-0.4,-1.1
09/08/2015,109.9,-0.4,-1.1
09/09/2015,109.9,-0.4,-1.1
09/10/2015,109.9,-0.4,-1.1
09/11/2015,109.9,-0.4,-1.1
09/12/2015,109.9,-0.4,-1.1
09/13/2015,109.9,-0.4,-1.1
09/14/2015,109.9,-0.4,-1.1
09/15/2015,109.9,-0.4,-1.1
09/16/2015,109.9,-0.4,-1.1
09/17/2015,109.9,-0.4,-1.1
09/18/2015,109.9,-0.4,-1.1
09/19/2015,109.9,-0.4,-1.1
09/20/2015,109.9,-0.4,-1.1
09/21/2015,109.9,-0.4,-1.1
09/22/2015,109.9,-0.4,-1.1
09/23/2015,109.9,-0.4,-1.1
09/24/2015,109.9,-0.4,-1.1
09/25/2015,109.9,-0.4,-1.1
09/26/2015,109.9,-0.4,-1.1
09/27/2015,109.9,-0.4,-1.1
09/28/2015,109.9,-0.4,-1.1
09/29/2015,109.9,-0.4,-1.1
09/30/2015,109.9,-0.4,-1.1
10/01/2015,109.6,-0.3,-1.5
10/02/2015,109.6,-0.3,-1.5
10/03/2015,109.6,-0.3,-1.5
10/04/2015,109.6,-0.3,-1.5
10/05/2015,109.6,-0.3,-1.5
10/06/2015,109.6,-0.3,-1.5
10/07/2015,109.6,-0.3,-1.5
10/08/2015,109.6,-0.3,-1.5
10/09/2015,109.6,-0.3,-1.5
10/10/2015,109.6,-0.3,-1.5
10/11/2015,109.6,-0.3,-1.5
10/12/2015,109.6,-0.3,-1.5
10/13/2015,109.6,-0.3,-1.5
10/14/2015,109.6,-0.3,-1.5
10/15/2015,109.6,-0.3,-1.5
10/16/2015,109.6,-0.3,-1.5
10/17/2015,109.6,-0.3,-1.5
10/18/2015,109.6,-0.3,-1.5
10/19/2015,109.6,-0.3,-1.5
10/20/2015,109.6,-0.3,-1.5
10/21/2015,109.6,-0.3,-1.5
10/22/2015,109.6,-0.3,-1.5
10/23/2015,109.6,-0.3,-1.5
10/24/2015,109.6,-0.3,-1.5
10/25/2015,109.6,-0.3,-1.5
10/26/2015,109.6,-0.3,-1.5
10/27/2015,109.6,-0.3,-1.5
10/28/2015,109.6,-0.3,-1.5
10/29/2015,109.6,-0.3,-1.5
10/30/2015,109.6,-0.3,-1.5
10/31/2015,109.6,-0.3,-1.5
11/01/2015,109.7,0.1,-1.3
11/02/2015,109.7,0.1,-1.3
11/03/2015,109.7,0.1,-1.3
11/04/2015,109.7,0.1,-1.3
11/05/2015,109.7,0.1,-1.3
11/06/2015,109.7,0.1,-1.3
11/07/2015,109.7,0.1,-1.3
11/08/2015,109.7,0.1,-1.3
11/09/2015,109.7,0.1,-1.3
11/10/2015,109.7,0.1,-1.3
11/11/2015,109.7,0.1,-1.3
11/12/2015,109.7,0.1,-1.3
11/13/2015,109.7,0.1,-1.3
11/14/2015,109.7,0.1,-1.3
11/15/2015,109.7,0.1,-1.3
11/16/2015,109.7,0.1,-1.3
11/17/2015,109.7,0.1,-1.3
11/18/2015,109.7,0.1,-1.3
11/19/2015,109.7,0.1,-1.3
11/20/2015,109.7,0.1,-1.3
11/21/2015,109.7,0.1,-1.3
11/22/2015,109.7,0.1,-1.3
11/23/2015,109.7,0.1,-1.3
11/24/2015,109.7,0.1,-1.3
11/25/2015,109.7,0.1,-1.3
11/26/2015,109.7,0.1,-1.3
11/27/2015,109.7,0.1,-1.3
11/28/2015,109.7,0.1,-1.3
11/29/2015,109.7,0.1,-1.3
11/30/2015,109.7,0.1,-1.3
12/01/2015,109.6,-0.1,-1.1
12/02/2015,109.6,-0.1,-1.1
12/03/2015,109.6,-0.1,-1.1
12/04/2015,109.6,-0.1,-1.1
12/05/2015,109.6,-0.1,-1.1
12/06/2015,109.6,-0.1,-1.1
12/07/2015,109.6,-0.1,-1.1
12/08/2015,109.6,-0.1,-1.1
12/09/2015,109.6,-0.1,-1.1
12/10/2015,109.6,-0.1,-1.1
12/11/2015,109.6,-0.1,-1.1
12/12/2015,109.6,-0.1,-1.1
12/13/2015,109.6,-0.1,-1.1
12/14/2015,109.6,-0.1,-1.1
12/15/2015,109.6,-0.1,-1.1
12/16/2015,109.6,-0.1,-1.1
12/17/2015,109.6,-0.1,-1.1
12/18/2015,109.6,-0.1,-1.1
12/19/2015,109.6,-0.1,-1.1
12/20/2015,109.6,-0.1,-1.1
12/21/2015,109.6,-0.1,-1.1
12/22/2015,109.6,-0.1,-1.1
12/23/2015,109.6,-0.1,-1.1
12/24/2015,109.6,-0.1,-1.1
12/25/2015,109.6,-0.1,-1.1
12/26/2015,109.6,-0.1,-1.1
12/27/2015,109.6,-0.1,-1.1
12/28/2015,109.6,-0.1,-1.1
12/29/2015,109.6,-0.1,-1.1
12/30/2015,109.6,-0.1,-1.1
12/31/2015,109.6,-0.1,-1.1
01/01/2016,110.0,0.4,-0.1
01/02/2016,110.0,0.4,-0.1
01/03/2016,110.0,0.4,-0.1
01/04/2016,110.0,0.4,-0.1
01/05/2016,110.0,0.4,-0.1
01/06/2016,110.0,0.4,-0.1
01/07/2016,110.0,0.4,-0.1
01/08/2016,110.0,0.4,-0.1
01/09/2016,110.0,0.4,-0.1
01/10/2016,110.0,0.4,-0.1
01/11/2016,110.0,0.4,-0.1
01/12/2016,110.0,0.4,-0.1
01/13/2016,110.0,0.4,-0.1
01/14/2016,110.0,0.4,-0.1
01/15/2016,110.0,0.4,-0.1
01/16/2016,110.0,0.4,-0.1
01/17/2016,110.0,0.4,-0.1
01/18/2016,110.0,0.4,-0.1
01/19/2016,110.0,0.4,-0.1
01/20/2016,110.0,0.4,-0.1
01/21/2016,110.0,0.4,-0.1
01/22/2016,110.0,0.4,-0.1
01/23/2016,110.0,0.4,-0.1
01/24/2016,110.0,0.4,-0.1
01/25/2016,110.0,0.4,-0.1
01/26/2016,110.0,0.4,-0.1
01/27/2016,110.0,0.4,-0.1
01/28/2016,110.0,0.4,-0.1
01/29/2016,110.0,0.4,-0.1
01/30/2016,110.0,0.4,-0.1
01/31/2016,110.0,0.4,-0.1
02/01/2016,109.7,-0.3,0.1
02/02/2016,109.7,-0.3,0.1
02/03/2016,109.7,-0.3,0.1
02/04/2016,109.7,-0.3,0.1
02/05/2016,109.7,-0.3,0.1
02/06/2016,109.7,-0.3,0.1
02/07/2016,109.7,-0.3,0.1
02/08/2016,109.7,-0.3,0.1
02/09/2016,109.7,-0.3,0.1
02/10/2016,109.7,-0.3,0.1
02/11/2016,109.7,-0.3,0.1
02/12/2016,109.7,-0.3,0.1
02/13/2016,109.7,-0.3,0.1
02/14/2016,109.7,-0.3,0.1
02/15/2016,109.7,-0.3,0.1
02/16/2016,109.7,-0.3,0.1
02/17/2016,109.7,-0.3,0.1
02/18/2016,109.7,-0.3,0.1
02/19/2016,109.7,-0.3,0.1
02/20/2016,109.7,-0.3,0.1
02/21/2016,109.7,-0.3,0.1
02/22/2016,109.7,-0.3,0.1
02/23/2016,109.7,-0.3,0.1
02/24/2016,109.7,-0.3,0.1
02/25/2016,109.7,-0.3,0.1
02/26/2016,109.7,-0.3,0.1
02/27/2016,109.7,-0.3,0.1
02/28/2016,109.7,-0.3,0.1
02/29/2016,109.7,-0.3,0.1
03/01/2016,109.7,0.0,-0.1
03/02/2016,109.7,0.0,-0.1
03/03/2016,109.7,0.0,-0.1
03/04/2016,109.7,0.0,-0.1
03/05/2016,109.7,0.0,-0.1
03/06/2016,109.7,0.0,-0.1
03/07/2016,109.7,0.0,-0.1
03/08/2016,109.7,0.0,-0.1
03/09/2016,109.7,0.0,-0.1
03/10/2016,109.7,0.0,-0.1
03/11/2016,109.7,0.0,-0.1
03/12/2016,109.7,0.0,-0.1
03/13/2016,109.7,0.0,-0.1
03/14/2016,109.7,0.0,-0.1
03/15/2016,109.7,0.0,-0.1
03/16/2016,109.7,0.0,-0.1
03/17/2016,109.7,0.0,-0.1
03/18/2016,109.7,0.0,-0.1
03/19/2016,109.7,0.0,-0.1
03/20/2016,109.7,0.0,-0.1
03/21/2016,109.7,0.0,-0.1
03/22/2016,109.7,0.0,-0.1
03/23/2016,109.7,0.0,-0.1
03/24/2016,109.7,0.0,-0.1
03/25/2016,109.7,0.0,-0.1
03/26/2016,109.7,0.0,-0.1
03/27/2016,109.7,0.0,-0.1
03/28/2016,109.7,0.0,-0.1
03/29/2016,109.7,0.0,-0.1
03/30/2016,109.7,0.0,-0.1
03/31/2016,109.7,0.0,-0.1
04/01/2016,109.9,0.2,0.3
04/02/2016,109.9,0.2,0.3
04/03/2016,109.9,0.2,0.3
04/04/2016,109.9,0.2,0.3
04/05/2016,109.9,0.2,0.3
04/06/2016,109.9,0.2,0.3
04/07/2016,109.9,0.2,0.3
04/08/2016,109.9,0.2,0.3
04/09/2016,109.9,0.2,0.3
04/10/2016,109.9,0.2,0.3
04/11/2016,109.9,0.2,0.3
04/12/2016,109.9,0.2,0.3
04/13/2016,109.9,0.2,0.3
04/14/2016,109.9,0.2,0.3
04/15/2016,109.9,0.2,0.3
04/16/2016,109.9,0.2,0.3
04/17/2016,109.9,0.2,0.3
04/18/2016,109.9,0.2,0.3
04/19/2016,109.9,0.2,0.3
04/20/2016,109.9,0.2,0.3
04/21/2016,109.9,0.2,0.3
04/22/2016,109.9,0.2,0.3
04/23/2016,109.9,0.2,0.3
04/24/2016,109.9,0.2,0.3
04/25/2016,109.9,0.2,0.3
04/26/2016,109.9,0.2,0.3
04/27/2016,109.9,0.2,0.3
04/28/2016,109.9,0.2,0.3
04/29/2016,109.9,0.2,0.3
04/30/2016,109.9,0.2,0.3
05/01/2016,110.1,0.2,0.1
05/02/2016,110.1,0.2,0.1
05/03/2016,110.1,0.2,0.1
05/04/2016,110.1,0.2,0.1
05/05/2016,110.1,0.2,0.1
05/06/2016,110.1,0.2,0.1
05/07/2016,110.1,0.2,0.1
05/08/2016,110.1,0.2,0.1
05/09/2016,110.1,0.2,0.1
05/10/2016,110.1,0.2,0.1
05/11/2016,110.1,0.2,0.1
05/12/2016,110.1,0.2,0.1
05/13/2016,110.1,0.2,0.1
05/14/2016,110.1,0.2,0.1
05/15/2016,110.1,0.2,0.1
05/16/2016,110.1,0.2,0.1
05/17/2016,110.1,0.2,0.1
05/18/2016,110.1,0.2,0.1
05/19/2016,110.1,0.2,0.1
05/20/2016,110.1,0.2,0.1
05/21/2016,110.1,0.2,0.1
05/22/2016,110.1,0.2,0.1
05/23/2016,110.1,0.2,0.1
05/24/2016,110.1,0.2,0.1
05/25/2016,110.1,0.2,0.1
05/26/2016,110.1,0.2,0.1
05/27/2016,110.1,0.2,0.1
05/28/2016,110.1,0.2,0.1
05/29/2016,110.1,0.2,0.1
05/30/2016,110.1,0.2,0.1
05/31/2016,110.1,0.2,0.1
06/01/2016,110.6,0.5,0.3
06/02/2016,110.6,0.5,0.3
06/03/2016,110.6,0.5,0.3
06/04/2016,110.6,0.5,0.3
06/05/2016,110.6,0.5,0.3
06/06/2016,110.6,0.5,0.3
06/07/2016,110.6,0.5,0.3
06/08/2016,110.6,0.5,0.3
06/09/2016,110.6,0.5,0.3
06/10/2016,110.6,0.5,0.3
06/11/2016,110.6,0.5,0.3
06/12/2016,110.6,0.5,0.3
06/13/2016,110.6,0.5,0.3
06/14/2016,110.6,0.5,0.3
06/15/2016,110.6,0.5,0.3
06/16/2016,110.6,0.5,0.3
06/17/2016,110.6,0.5,0.3
06/18/2016,110.6,0.5,0.3
06/19/2016,110.6,0.5,0.3
06/20/2016,110.6,0.5,0.3
06/21/2016,110.6,0.5,0.3
06/22/2016,110.6,0.5,0.3
06/23/2016,110.6,0.5,0.3
06/24/2016,110.6,0.5,0.3
06/25/2016,110.6,0.5,0.3
06/26/2016,110.6,0.5,0.3
06/27/2016,110.6,0.5,0.3
06/28/2016,110.6,0.5,0.3
06/29/2016,110.6,0.5,0.3
06/30/2016,110.6,0.5,0.3
07/01/2016,110.5,-0.1,0.0
07/02/2016,110.5,-0.1,0.0
07/03/2016,110.5,-0.1,0.0
07/04/2016,110.5,-0.1,0.0
07/05/2016,110.5,-0.1,0.0
07/06/2016,110.5,-0.1,0.0
07/07/2016,110.5,-0.1,0.0
07/08/2016,110.5,-0.1,0.0
07/09/2016,110.5,-0.1,0.0
07/10/2016,110.5,-0.1,0.0
07/11/2016,110.5,-0.1,0.0
07/12/2016,110.5,-0.1,0.0
07/13/2016,110.5,-0.1,0.0
07/14/2016,110.5,-0.1,0.0
07/15/2016,110.5,-0.1,0.0
07/16/2016,110.5,-0.1,0.0
07/17/2016,110.5,-0.1,0.0
07/18/2016,110.5,-0.1,0.0
07/19/2016,110.5,-0.1,0.0
07/20/2016,110.5,-0.1,0.0
07/21/2016,110.5,-0.1,0.0
07/22/2016,110.5,-0.1,0.0
07/23/2016,110.5,-0.1,0.0
07/24/2016,110.5,-0.1,0.0
07/25/2016,110.5,-0.1,0.0
07/26/2016,110.5,-0.1,0.0
07/27/2016,110.5,-0.1,0.0
07/28/2016,110.5,-0.1,0.0
07/29/2016,110.5,-0.1,0.0
07/30/2016,110.5,-0.1,0.0
07/31/2016,110.5,-0.1,0.0
08/01/2016,110.3,-0.2,0.0
08/02/2016,110.3,-0.2,0.0
08/03/2016,110.3,-0.2,0.0
08/04/2016,110.3,-0.2,0.0
08/05/2016,110.3,-0.2,0.0
08/06/2016,110.3,-0.2,0.0
08/07/2016,110.3,-0.2,0.0
08/08/2016,110.3,-0.2,0.0
08/09/2016,110.3,-0.2,0.0
08/10/2016,110.3,-0.2,0.0
08/11/2016,110.3,-0.2,0.0
08/12/2016,110.3,-0.2,0.0
08/13/2016,110.3,-0.2,0.0
08/14/2016,110.3,-0.2,0.0
08/15/2016,110.3,-0.2,0.0
08/16/2016,110.3,-0.2,0.0
08/17/2016,110.3,-0.2,0.0
08/18/2016,110.3,-0.2,0.0
08/19/2016,110.3,-0.2,0.0
08/20/2016,110.3,-0.2,0.0
08/21/2016,110.3,-0.2,0.0
08/22/2016,110.3,-0.2,0.0
08/23/2016,110.3,-0.2,0.0
08/24/2016,110.3,-0.2,0.0
08/25/2016,110.3,-0.2,0.0
08/26/2016,110.3,-0.2,0.0
08/27/2016,110.3,-0.2,0.0
08/28/2016,110.3,-0.2,0.0
08/29/2016,110.3,-0.2,0.0
08/30/2016,110.3,-0.2,0.0
08/31/2016,110.3,-0.2,0.0
09/01/2016,110.6,0.3,0.6
09/02/2016,110.6,0.3,0.6
09/03/2016,110.6,0.3,0.6
09/04/2016,110.6,0.3,0.6
09/05/2016,110.6,0.3,0.6
09/06/2016,110.6,0.3,0.6
09/07/2016,110.6,0.3,0.6
09/08/2016,110.6,0.3,0.6
09/09/2016,110.6,0.3,0.6
09/10/2016,110.6,0.3,0.6
09/11/2016,110.6,0.3,0.6
09/12/2016,110.6,0.3,0.6
09/13/2016,110.6,0.3,0.6
09/14/2016,110.6,0.3,0.6
09/15/2016,110.6,0.3,0.6
09/16/2016,110.6,0.3,0.6
09/17/2016,110.6,0.3,0.6
09/18/2016,110.6,0.3,0.6
09/19/2016,110.6,0.3,0.6
09/20/2016,110.6,0.3,0.6
09/21/2016,110.6,0.3,0.6
09/22/2016,110.6,0.3,0.6
09/23/2016,110.6,0.3,0.6
09/24/2016,110.6,0.3,0.6
09/25/2016,110.6,0.3,0.6
09/26/2016,110.6,0.3,0.6
09/27/2016,110.6,0.3,0.6
09/28/2016,110.6,0.3,0.6
09/29/2016,110.6,0.3,0.6
09/30/2016,110.6,0.3,0.6
10/01/2016,110.9,0.3,1.2
10/02/2016,110.9,0.3,1.2
10/03/2016,110.9,0.3,1.2
10/04/2016,110.9,0.3,1.2
10/05/2016,110.9,0.3,1.2
10/06/2016,110.9,0.3,1.2
10/07/2016,110.9,0.3,1.2
10/08/2016,110.9,0.3,1.2
10/09/2016,110.9,0.3,1.2
10/10/2016,110.9,0.3,1.2
10/11/2016,110.9,0.3,1.2
10/12/2016,110.9,0.3,1.2
10/13/2016,110.9,0.3,1.2
10/14/2016,110.9,0.3,1.2
10/15/2016,110.9,0.3,1.2
10/16/2016,110.9,0.3,1.2
10/17/2016,110.9,0.3,1.2
10/18/2016,110.9,0.3,1.2
10/19/2016,110.9,0.3,1.2
10/20/2016,110.9,0.3,1.2
10/21/2016,110.9,0.3,1.2
10/22/2016,110.9,0.3,1.2
10/23/2016,110.9,0.3,1.2
10/24/2016,110.9,0.3,1.2
10/25/2016,110.9,0.3,1.2
10/26/2016,110.9,0.3,1.2
10/27/2016,110.9,0.3,1.2
10/28/2016,110.9,0.3,1.2
10/29/2016,110.9,0.3,1.2
10/30/2016,110.9,0.3,1.2
10/31/2016,110.9,0.3,1.2
11/01/2016,111.1,0.2,1.3
11/02/2016,111.1,0.2,1.3
11/03/2016,111.1,0.2,1.3
11/04/2016,111.1,0.2,1.3
11/05/2016,111.1,0.2,1.3
11/06/2016,111.1,0.2,1.3
11/07/2016,111.1,0.2,1.3
11/08/2016,111.1,0.2,1.3
11/09/2016,111.1,0.2,1.3
11/10/2016,111.1,0.2,1.3
11/11/2016,111.1,0.2,1.3
11/12/2016,111.1,0.2,1.3
11/13/2016,111.1,0.2,1.3
11/14/2016,111.1,0.2,1.3
11/15/2016,111.1,0.2,1.3
11/16/2016,111.1,0.2,1.3
11/17/2016,111.1,0.2,1.3
11/18/2016,111.1,0.2,1.3
11/19/2016,111.1,0.2,1.3
11/20/2016,111.1,0.2,1.3
11/21/2016,111.1,0.2,1.3
11/22/2016,111.1,0.2,1.3
11/23/2016,111.1,0.2,1.3
11/24/2016,111.1,0.2,1.3
11/25/2016,111.1,0.2,1.3
11/26/2016,111.1,0.2,1.3
11/27/2016,111.1,0.2,1.3
11/28/2016,111.1,0.2,1.3
11/29/2016,111.1,0.2,1.3
11/30/2016,111.1,0.2,1.3
12/01/2016,111.4,0.3,1.6
12/02/2016,111.4,0.3,1.6
12/03/2016,111.4,0.3,1.6
12/04/2016,111.4,0.3,1.6
12/05/2016,111.4,0.3,1.6
12/06/2016,111.4,0.3,1.6
12/07/2016,111.4,0.3,1.6
12/08/2016,111.4,0.3,1.6
12/09/2016,111.4,0.3,1.6
12/10/2016,111.4,0.3,1.6
12/11/2016,111.4,0.3,1.6
12/12/2016,111.4,0.3,1.6
12/13/2016,111.4,0.3,1.6
12/14/2016,111.4,0.3,1.6
12/15/2016,111.4,0.3,1.6
12/16/2016,111.4,0.3,1.6
12/17/2016,111.4,0.3,1.6
12/18/2016,111.4,0.3,1.6
12/19/2016,111.4,0.3,1.6
12/20/2016,111.4,0.3,1.6
12/21/2016,111.4,0.3,1.6
12/22/2016,111.4,0.3,1.6
12/23/2016,111.4,0.3,1.6
12/24/2016,111.4,0.3,1.6
12/25/2016,111.4,0.3,1.6
12/26/2016,111.4,0.3,1.6
12/27/2016,111.4,0.3,1.6
12/28/2016,111.4,0.3,1.6
12/29/2016,111.4,0.3,1.6
12/30/2016,111.4,0.3,1.6
12/31/2016,111.4,0.3,1.6
01/01/2017,111.9,0.4,1.7
01/02/2017,111.9,0.4,1.7
01/03/2017,111.9,0.4,1.7
01/04/2017,111.9,0.4,1.7
01/05/2017,111.9,0.4,1.7
01/06/2017,111.9,0.4,1.7
01/07/2017,111.9,0.4,1.7
01/08/2017,111.9,0.4,1.7
01/09/2017,111.9,0.4,1.7
01/10/2017,111.9,0.4,1.7
01/11/2017,111.9,0.4,1.7
01/12/2017,111.9,0.4,1.7
01/13/2017,111.9,0.4,1.7
01/14/2017,111.9,0.4,1.7
01/15/2017,111.9,0.4,1.7
01/16/2017,111.9,0.4,1.7
01/17/2017,111.9,0.4,1.7
01/18/2017,111.9,0.4,1.7
01/19/2017,111.9,0.4,1.7
01/20/2017,111.9,0.4,1.7
01/21/2017,111.9,0.4,1.7
01/22/2017,111.9,0.4,1.7
01/23/2017,111.9,0.4,1.7
01/24/2017,111.9,0.4,1.7
01/25/2017,111.9,0.4,1.7
01/26/2017,111.9,0.4,1.7
01/27/2017,111.9,0.4,1.7
01/28/2017,111.9,0.4,1.7
01/29/2017,111.9,0.4,1.7
01/30/2017,111.9,0.4,1.7
01/31/2017,111.9,0.4,1.7
02/01/2017,111.9,0.0,2.0
02/02/2017,111.9,0.0,2.0
02/03/2017,111.9,0.0,2.0
02/04/2017,111.9,0.0,2.0
02/05/2017,111.9,0.0,2.0
02/06/2017,111.9,0.0,2.0
02/07/2017,111.9,0.0,2.0
02/08/2017,111.9,0.0,2.0
02/09/2017,111.9,0.0,2.0
02/10/2017,111.9,0.0,2.0
02/11/2017,111.9,0.0,2.0
02/12/2017,111.9,0.0,2.0
02/13/2017,111.9,0.0,2.0
02/14/2017,111.9,0.0,2.0
02/15/2017,111.9,0.0,2.0
02/16/2017,111.9,0.0,2.0
02/17/2017,111.9,0.0,2.0
02/18/2017,111.9,0.0,2.0
02/19/2017,111.9,0.0,2.0
02/20/2017,111.9,0.0,2.0
02/21/2017,111.9,0.0,2.0
02/22/2017,111.9,0.0,2.0
02/23/2017,111.9,0.0,2.0
02/24/2017,111.9,0.0,2.0
02/25/2017,111.9,0.0,2.0
02/26/2017,111.9,0.0,2.0
02/27/2017,111.9,0.0,2.0
02/28/2017,111.9,0.0,2.0
03/01/2017,112.1,0.2,2.2
03/02/2017,112.1,0.2,2.2
03/03/2017,112.1,0.2,2.2
03/04/2017,112.1,0.2,2.2
03/05/2017,112.1,0.2,2.2
03/06/2017,112.1,0.2,2.2
03/07/2017,112.1,0.2,2.2
03/08/2017,112.1,0.2,2.2
03/09/2017,112.1,0.2,2.2
03/10/2017,112.1,0.2,2.2
03/11/2017,112.1,0.2,2.2
03/12/2017,112.1,0.2,2.2
03/13/2017,112.1,0.2,2.2
03/14/2017,112.1,0.2,2.2
03/15/2017,112.1,0.2,2.2
03/16/2017,112.1,0.2,2.2
03/17/2017,112.1,0.2,2.2
03/18/2017,112.1,0.2,2.2
03/19/2017,112.1,0.2,2.2
03/20/2017,112.1,0.2,2.2
03/21/2017,112.1,0.2,2.2
03/22/2017,112.1,0.2,2.2
03/23/2017,112.1,0.2,2.2
03/24/2017,112.1,0.2,2.2
03/25/2017,112.1,0.2,2.2
03/26/2017,112.1,0.2,2.2
03/27/2017,112.1,0.2,2.2
03/28/2017,112.1,0.2,2.2
03/29/2017,112.1,0.2,2.2
03/30/2017,112.1,0.2,2.2
03/31/2017,112.1,0.2,2.2
04/01/2017,112.6,0.4,2.5
04/02/2017,112.6,0.4,2.5
04/03/2017,112.6,0.4,2.5
04/04/2017,112.6,0.4,2.5
04/05/2017,112.6,0.4,2.5
04/06/2017,112.6,0.4,2.5
04/07/2017,112.6,0.4,2.5
04/08/2017,112.6,0.4,2.5
04/09/2017,112.6,0.4,2.5
04/10/2017,112.6,0.4,2.5
04/11/2017,112.6,0.4,2.5
04/12/2017,112.6,0.4,2.5
04/13/2017,112.6,0.4,2.5
04/14/2017,112.6,0.4,2.5
04/15/2017,112.6,0.4,2.5
04/16/2017,112.6,0.4,2.5
04/17/2017,112.6,0.4,2.5
04/18/2017,112.6,0.4,2.5
04/19/2017,112.6,0.4,2.5
04/20/2017,112.6,0.4,2.5
04/21/2017,112.6,0.4,2.5
04/22/2017,112.6,0.4,2.5
04/23/2017,112.6,0.4,2.5
04/24/2017,112.6,0.4,2.5
04/25/2017,112.6,0.4,2.5
04/26/2017,112.6,0.4,2.5
04/27/2017,112.6,0.4,2.5
04/28/2017,112.6,0.4,2.5
04/29/2017,112.6,0.4,2.5
04/30/2017,112.6,0.4,2.5
05/01/2017,112.5,-0.1,2.2
05/02/2017,112.5,-0.1,2.2
05/03/2017,112.5,-0.1,2.2
05/04/2017,112.5,-0.1,2.2
05/05/2017,112.5,-0.1,2.2
05/06/2017,112.5,-0.1,2.2
05/07/2017,112.5,-0.1,2.2
05/08/2017,112.5,-0.1,2.2
05/09/2017,112.5,-0.1,2.2
05/10/2017,112.5,-0.1,2.2
05/11/2017,112.5,-0.1,2.2
05/12/2017,112.5,-0.1,2.2
05/13/2017,112.5,-0.1,2.2
05/14/2017,112.5,-0.1,2.2
05/15/2017,112.5,-0.1,2.2
05/16/2017,112.5,-0.1,2.2
05/17/2017,112.5,-0.1,2.2
05/18/2017,112.5,-0.1,2.2
05/19/2017,112.5,-0.1,2.2
05/20/2017,112.5,-0.1,2.2
05/21/2017,112.5,-0.1,2.2
05/22/2017,112.5,-0.1,2.2
05/23/2017,112.5,-0.1,2.2
05/24/2017,112.5,-0.1,2.2
05/25/2017,112.5,-0.1,2.2
05/26/2017,112.5,-0.1,2.2
05/27/2017,112.5,-0.1,2.2
05/28/2017,112.5,-0.1,2.2
05/29/2017,112.5,-0.1,2.2
05/30/2017,112.5,-0.1,2.2
05/31/2017,112.5,-0.1,2.2
06/01/2017,112.6,0.1,1.8
06/02/2017,112.6,0.1,1.8
06/03/2017,112.6,0.1,1.8
06/04/2017,112.6,0.1,1.8
06/05/2017,112.6,0.1,1.8
06/06/2017,112.6,0.1,1.8
06/07/2017,112.6,0.1,1.8
06/08/2017,112.6,0.1,1.8
06/09/2017,112.6,0.1,1.8
06/10/2017,112.6,0.1,1.8
06/11/2017,112.6,0.1,1.8
06/12/2017,112.6,0.1,1.8
06/13/2017,112.6,0.1,1.8
06/14/2017,112.6,0.1,1.8
06/15/2017,112.6,0.1,1.8
06/16/2017,112.6,0.1,1.8
06/17/2017,112.6,0.1,1.8
06/18/2017,112.6,0.1,1.8
06/19/2017,112.6,0.1,1.8
06/20/2017,112.6,0.1,1.8
06/21/2017,112.6,0.1,1.8
06/22/2017,112.6,0.1,1.8
06/23/2017,112.6,0.1,1.8
06/24/2017,112.6,0.1,1.8
06/25/2017,112.6,0.1,1.8
06/26/2017,112.6,0.1,1.8
06/27/2017,112.6,0.1,1.8
06/28/2017,112.6,0.1,1.8
06/29/2017,112.6,0.1,1.8
06/30/2017,112.6,0.1,1.8
07/01/2017,112.7,0.1,2.0
07/02/2017,112.7,0.1,2.0
07/03/2017,112.7,0.1,2.0
07/04/2017,112.7,0.1,2.0
07/05/2017,112.7,0.1,2.0
07/06/2017,112.7,0.1,2.0
07/07/2017,112.7,0.1,2.0
07/08/2017,112.7,0.1,2.0
07/09/2017,112.7,0.1,2.0
07/10/2017,112.7,0.1,2.0
07/11/2017,112.7,0.1,2.0
07/12/2017,112.7,0.1,2.0
07/13/2017,112.7,0.1,2.0
07/14/2017,112.7,0.1,2.0
07/15/2017,112.7,0.1,2.0
07/16/2017,112.7,0.1,2.0
07/17/2017,112.7,0.1,2.0
07/18/2017,112.7,0.1,2.0
07/19/2017,112.7,0.1,2.0
07/20/2017,112.7,0.1,2.0
07/21/2017,112.7,0.1,2.0
07/22/2017,112.7,0.1,2.0
07/23/2017,112.7,0.1,2.0
07/24/2017,112.7,0.1,2.0
07/25/2017,112.7,0.1,2.0
